Time,college_football
2025-01-21,79.23272656097085
2025-01-22,7.202975141906441
2025-01-23,5.762380113525152
2025-01-24,5.762380113525152
2025-01-25,5.762380113525152
2025-01-26,5.762380113525152
2025-01-27,4.321785085143864
2025-01-28,4.321785085143864
2025-01-29,4.321785085143864
2025-01-30,4.321785085143864
2025-01-31,4.321785085143864
2025-02-01,4.321785085143864
2025-02-02,4.321785085143864
2025-02-03,2.881190056762576
2025-02-04,2.881190056762576
2025-02-05,4.321785085143864
2025-02-06,4.321785085143864
2025-02-07,2.881190056762576
2025-02-08,2.881190056762576
2025-02-09,4.321785085143864
2025-02-10,4.321785085143864
2025-02-11,2.881190056762576
2025-02-12,2.881190056762576
2025-02-13,2.881190056762576
2025-02-14,2.881190056762576
2025-02-15,2.881190056762576
2025-02-16,2.881190056762576
2025-02-17,2.881190056762576
2025-02-18,2.881190056762576
2025-02-19,2.881190056762576
2025-02-20,2.881190056762576
2025-02-21,2.881190056762576
2025-02-22,2.881190056762576
2025-02-23,2.881190056762576
2025-02-24,2.881190056762576
2025-02-25,2.881190056762576
2025-02-26,2.881190056762576
2025-02-27,2.881190056762576
2025-02-28,2.881190056762576
2025-03-01,2.881190056762576
2025-03-02,2.881190056762576
2025-03-03,2.881190056762576
2025-03-04,2.881190056762576
2025-03-05,2.881190056762576
2025-03-06,2.881190056762576
2025-03-07,2.881190056762576
2025-03-08,2.881190056762576
2025-03-09,2.881190056762576
2025-03-10,2.881190056762576
2025-03-11,2.881190056762576
2025-03-12,2.881190056762576
2025-03-13,2.881190056762576
2025-03-14,2.881190056762576
2025-03-15,2.881190056762576
2025-03-16,2.881190056762576
2025-03-17,2.881190056762576
2025-03-18,2.881190056762576
2025-03-19,2.881190056762576
2025-03-20,2.881190056762576
2025-03-21,2.881190056762576
2025-03-22,2.881190056762576
2025-03-23,2.881190056762576
2025-03-24,2.881190056762576
2025-03-25,2.881190056762576
2025-03-26,2.881190056762576
2025-03-27,2.881190056762576
2025-03-28,2.881190056762576
2025-03-29,2.881190056762576
2025-03-30,5.762380113525152
2025-03-31,2.881190056762576
2025-04-01,2.881190056762576
2025-04-02,2.881190056762576
2025-04-03,2.881190056762576
2025-04-04,2.881190056762576
2025-04-05,2.881190056762576
2025-04-06,2.881190056762576
2025-04-07,2.881190056762576
2025-04-08,2.881190056762576
2025-04-09,2.881190056762576
2025-04-10,2.881190056762576
2025-04-11,2.881190056762576
2025-04-12,2.881190056762576
2025-04-13,2.881190056762576
2025-04-14,2.881190056762576
2025-04-15,2.881190056762576
2025-04-16,2.881190056762576
2025-04-17,2.881190056762576
2025-04-18,2.881190056762576
2025-04-19,2.881190056762576
2025-04-20,2.881190056762576
2025-04-21,2.881190056762576
2025-04-22,2.881190056762576
2025-04-23,2.881190056762576
2025-04-24,2.881190056762576
2025-04-25,4.321785085143864
2025-04-26,5.762380113525152
2025-04-27,4.321785085143864
2025-04-28,2.881190056762576
2025-04-29,2.881190056762576
2025-04-30,2.881190056762576
2025-05-01,2.881190056762576
2025-05-02,2.881190056762576
2025-05-03,2.881190056762576
2025-05-04,2.881190056762576
2025-05-05,2.881190056762576
2025-05-06,2.881190056762576
2025-05-07,2.881190056762576
2025-05-08,2.881190056762576
2025-05-09,2.881190056762576
2025-05-10,2.881190056762576
2025-05-11,2.881190056762576
2025-05-12,2.881190056762576
2025-05-13,2.881190056762576
2025-05-14,2.881190056762576
2025-05-15,2.881190056762576
2025-05-16,2.881190056762576
2025-05-17,2.881190056762576
2025-05-18,2.881190056762576
2025-05-19,2.881190056762576
2025-05-20,2.881190056762576
2025-05-21,2.881190056762576
2025-05-22,2.881190056762576
2025-05-23,2.881190056762576
2025-05-24,2.881190056762576
2025-05-25,2.881190056762576
2025-05-26,2.881190056762576
2025-05-27,4.321785085143864
2025-05-28,2.881190056762576
2025-05-29,4.321785085143864
2025-05-30,2.881190056762576
2025-05-31,2.881190056762576
2025-06-01,2.881190056762576
2025-06-02,2.881190056762576
2025-06-03,2.881190056762576
2025-06-04,2.881190056762576
2025-06-05,2.881190056762576
2025-06-06,2.881190056762576
2025-06-07,2.881190056762576
2025-06-08,2.881190056762576
2025-06-09,2.881190056762576
2025-06-10,2.881190056762576
2025-06-11,2.881190056762576
2025-06-12,2.881190056762576
2025-06-13,2.881190056762576
2025-06-14,2.881190056762576
2025-06-15,2.881190056762576
2025-06-16,2.881190056762576
2025-06-17,2.881190056762576
2025-06-18,2.881190056762576
2025-06-19,2.881190056762576
2025-06-20,2.881190056762576
2025-06-21,2.881190056762576
2025-06-22,2.881190056762576
2025-06-23,2.881190056762576
2025-06-24,2.881190056762576
2025-06-25,2.881190056762576
2025-06-26,2.881190056762576
2025-06-27,2.881190056762576
2025-06-28,2.881190056762576
2025-06-29,2.881190056762576
2025-06-30,2.881190056762576
2025-07-01,4.321785085143864
2025-07-02,4.321785085143864
2025-07-03,4.321785085143864
2025-07-04,5.762380113525152
2025-07-05,5.762380113525152
2025-07-06,7.202975141906441
2025-07-07,11.524760227050304
2025-07-08,8.643570170287727
2025-07-09,7.202975141906441
2025-07-10,8.643570170287727
2025-07-11,7.202975141906441
2025-07-12,7.202975141906441
2025-07-13,5.762380113525152
2025-07-14,5.762380113525152
2025-07-15,5.762380113525152
2025-07-16,5.762380113525152
2025-07-17,5.762380113525152
2025-07-18,4.321785085143864
2025-07-19,5.762380113525152
2025-07-20,5.762380113525152
2025-07-21,5.762380113525152
2025-07-22,4.321785085143864
2025-07-23,5.762380113525152
2025-07-24,5.762380113525152
2025-07-25,5.762380113525152
2025-07-26,5.762380113525152
2025-07-27,5.762380113525152
2025-07-28,5.762380113525152
2025-07-29,5.762380113525152
2025-07-30,5.762380113525152
2025-07-31,5.762380113525152
2025-08-01,5.762380113525152
2025-08-02,5.762380113525152
2025-08-03,5.762380113525152
2025-08-04,5.762380113525152
2025-08-05,5.762380113525152
2025-08-06,7.202975141906441
2025-08-07,5.762380113525152
2025-08-08,5.762380113525152
2025-08-09,7.202975141906441
2025-08-10,7.202975141906441
2025-08-11,8.643570170287727
2025-08-12,7.202975141906441
2025-08-13,7.202975141906441
2025-08-14,7.202975141906441
2025-08-15,7.202975141906441
2025-08-16,8.643570170287727
2025-08-17,7.202975141906441
2025-08-18,8.643570170287727
2025-08-19,8.643570170287727
2025-08-20,8.643570170287727
2025-08-21,10.084165198669016
2025-08-22,14.405950283812881
2025-08-23,51.86142102172637
2025-08-24,21.60892542571932
2025-08-25,12.965355255431593
2025-08-26,11.524760227050304
2025-08-27,12.965355255431593
2025-08-28,25.930710510863186
2025-08-29,44.65844587981993
2025-08-30,133.97533763945978
2025-08-31,103.72284204345274
2025-09-01,57.623801135251526
2025-09-02,40.336660794676064
2025-09-03,17.287140340575455
2025-09-04,12.965355255431593
2025-09-05,18.727735368956743
2025-09-06,108.0446271285966
2025-09-07,67.70796633392054
2025-09-08,17.287140340575455
2025-09-09,11.524760227050304
2025-09-10,10.084165198669016
2025-09-11,10.084165198669016
2025-09-12,20.168330397338032
2025-09-13,99.40105695830887
2025-09-14,70.58915639068312
2025-09-15,17.287140340575455
2025-09-16,11.524760227050304
2025-09-17,11.524760227050304
2025-09-18,11.524760227050304
2025-09-19,21.60892542571932
2025-09-20,99.40105695830887
2025-09-21,60.504991192014096
2025-09-22,15.846545312194168
2025-09-23,11.524760227050304
2025-09-24,10.084165198669016
2025-09-25,11.524760227050304
2025-09-26,20.168330397338032
2025-09-27,108.0446271285966
2025-09-28,76.35153650420827
2025-09-29,18.727735368956743
2025-09-30,11.524760227050304
2025-10-01,10.084165198669016
2025-10-02,10.084165198669016
2025-10-03,18.727735368956743
2025-10-04,93.63867684478372
2025-10-05,61.945586220395384
2025-10-06,17.287140340575455
2025-10-07,11.524760227050304
2025-10-08,10.084165198669016
2025-10-09,11.524760227050304
2025-10-10,17.287140340575455
2025-10-11,100.84165198669017
2025-10-12,73.47034644744569
2025-10-13,20.168330397338032
2025-10-14,12.965355255431593
2025-10-15,11.524760227050304
2025-10-16,11.524760227050304
2025-10-17,18.727735368956743
2025-10-18,102.28224701507145
2025-10-19,76.35153650420827
2025-10-20,18.727735368956743
2025-10-21,11.524760227050304
2025-10-22,10.084165198669016
2025-10-23,10.084165198669016
2025-10-24,15.846545312194168
2025-10-25,84.995106674496
2025-10-26,60.504991192014096
2025-10-27,18.727735368956743
2025-10-28,10.084165198669016
2025-10-29,10.084165198669016
2025-10-30,10.084165198669016
2025-10-31,14.405950283812881
2025-11-01,87.87629673125858
2025-11-02,54.74261107848895
2025-11-03,15.846545312194168
2025-11-04,11.524760227050304
2025-11-05,15.846545312194168
2025-11-06,10.084165198669016
2025-11-07,15.846545312194168
2025-11-08,84.995106674496
2025-11-09,54.74261107848895
2025-11-10,15.846545312194168
2025-11-11,11.524760227050304
2025-11-12,12.965355255431593
2025-11-13,10.084165198669016
2025-11-14,14.405950283812881
2025-11-15,83.5545116461147
2025-11-16,67.70796633392054
2025-11-17,20.168330397338032
2025-11-18,14.405950283812881
2025-11-19,17.287140340575455
2025-11-20,11.524760227050304
2025-11-21,14.405950283812881
2025-11-22,72.0297514190644
2025-11-23,53.30201605010766
2025-11-24,17.287140340575455
2025-11-25,14.405950283812881
2025-11-26,18.727735368956743
2025-11-27,20.168330397338032
2025-11-28,46.09904090820122
2025-11-29,112.36641221374047
2025-11-30,74.91094147582697
2025-12-01,27.371305539244474
2025-12-02,21.60892542571932
2025-12-03,28.811900567625763
2025-12-04,18.727735368956743
2025-12-05,20.168330397338032
2025-12-06,92.19808181640244
2025-12-07,141.17831278136623
2025-12-08,38.896065766294775
2025-12-09,18.727735368956743
2025-12-10,14.405950283812881
2025-12-11,14.405950283812881
2025-12-12,17.287140340575455
2025-12-13,47.539635936582506
2025-12-14,21.60892542571932
2025-12-15,11.524760227050304
2025-12-16,11.524760227050304
2025-12-17,14.405950283812881
2025-12-18,15.846545312194168
2025-12-19,28.811900567625763
2025-12-20,121.00998238402819
2025-12-21,56.18320610687024
2025-12-22,17.287140340575455
2025-12-23,17.287140340575455
2025-12-24,24.490115482481897
2025-12-25,21.60892542571932
2025-12-26,30.252495596007048
2025-12-27,47.539635936582506
2025-12-28,25.930710510863186
2025-12-29,15.846545312194168
2025-12-30,24.490115482481897
2025-12-31,60.504991192014096
2026-01-01,144.0595028381288
2026-01-02,92.19808181640244
2026-01-03,36.0148757095322
2026-01-04,15.846545312194168
2026-01-05,15.846545312194168
2026-01-06,15.846545312194168
2026-01-07,15.846545312194168
2026-01-08,28.811900567625763
2026-01-09,72.0297514190644
2026-01-10,74.91094147582697
2026-01-11,15.846545312194168
2026-01-12,12.965355255431593
2026-01-13,11.524760227050304
2026-01-14,11.524760227050304
2026-01-15,11.524760227050304
2026-01-16,12.965355255431593
2026-01-17,18.727735368956743
2026-01-18,15.846545312194168
2026-01-19,43.21785085143864
2026-01-20,113.80700724212176
2026-01-21,11.524760227050304
2026-01-22,5.762380113525152
2026-01-23,5.762380113525152
2026-01-24,7.202975141906441
2026-01-25,5.762380113525152
2026-01-26,5.762380113525152
2026-01-27,4.321785085143864
2026-01-28,5.762380113525152
2026-01-29,4.321785085143864
2026-01-30,4.321785085143864
2026-01-31,5.762380113525152
2026-02-01,4.321785085143864
2026-02-02,4.321785085143864
2026-02-03,4.321785085143864
2026-02-04,4.321785085143864
2026-02-05,4.321785085143864
2026-02-06,4.321785085143864
2026-02-07,4.321785085143864
2026-02-08,4.321785085143864
2026-02-09,4.321785085143864
2026-02-10,2.881190056762576
2026-02-11,2.881190056762576
2026-02-12,2.881190056762576
2026-02-13,2.881190056762576
2026-02-14,2.881190056762576
2026-02-15,2.881190056762576
2026-02-16,4.321785085143864
2026-02-17,2.881190056762576
2026-02-18,2.881190056762576
2026-02-19,2.881190056762576
2026-02-20,2.881190056762576
2026-02-21,2.881190056762576
2026-02-22,2.881190056762576
2026-02-23,2.881190056762576
2026-02-24,2.881190056762576
2026-02-25,2.881190056762576
2026-02-26,2.881190056762576
2026-02-27,2.881190056762576
2026-02-28,2.881190056762576
2026-03-01,2.881190056762576
2026-03-02,4.321785085143864
2026-03-03,4.321785085143864
2026-03-04,2.881190056762576
2026-03-05,4.321785085143864
2026-03-06,2.881190056762576
2026-03-07,4.321785085143864
2026-03-08,2.881190056762576
2026-03-09,4.321785085143864
2026-03-10,2.881190056762576
2026-03-11,2.881190056762576
2026-03-12,2.881190056762576
2026-03-13,2.881190056762576
2026-03-14,2.881190056762576
2026-03-15,2.881190056762576
2026-03-16,2.881190056762576
2026-03-17,2.881190056762576
2026-03-18,2.881190056762576
2026-03-19,2.881190056762576
2026-03-20,2.881190056762576
2026-03-21,2.881190056762576
2026-03-22,2.881190056762576
2026-03-23,2.881190056762576
2026-03-24,2.881190056762576
2026-03-25,2.881190056762576
2026-03-26,2.881190056762576
2026-03-27,2.881190056762576
2026-03-28,2.881190056762576
2026-03-29,2.881190056762576
2026-03-30,2.881190056762576
2026-03-31,2.881190056762576
2026-04-01,2.881190056762576
2026-04-02,2.881190056762576
2026-04-03,2.881190056762576
2026-04-04,2.881190056762576
2026-04-05,2.881190056762576
2026-04-06,2.881190056762576
2026-04-07,2.881190056762576
2026-04-08,2.881190056762576
2026-04-09,2.881190056762576
2026-04-10,2.881190056762576
2026-04-11,2.881190056762576
2026-04-12,2.881190056762576
2026-04-13,2.881190056762576
2026-04-14,2.881190056762576
2026-04-15,4.321785085143864
2026-04-16,2.881190056762576
2026-04-17,2.881190056762576
2026-04-18,2.881190056762576
2026-04-19,2.881190056762576
2026-04-20,2.881190056762576
2026-04-21,2.881190056762576
2026-04-22,2.881190056762576
2026-04-23,2.881190056762576
2026-04-24,4.321785085143864
2026-04-25,4.321785085143864
2026-04-26,4.321785085143864
2026-04-27,2.881190056762576
2026-04-28,4.321785085143864
2026-04-29,2.881190056762576
2026-04-30,2.881190056762576
2026-05-01,2.881190056762576
2026-05-02,2.881190056762576
2026-05-03,2.881190056762576
2026-05-04,2.881190056762576
2026-05-05,2.881190056762576
2026-05-06,2.881190056762576
2026-05-07,2.881190056762576
2026-05-08,2.881190056762576
2026-05-09,2.881190056762576
2026-05-10,2.881190056762576
2026-05-11,2.881190056762576
2026-05-12,2.881190056762576
2026-05-13,2.881190056762576
2026-05-14,2.881190056762576
2026-05-15,2.881190056762576
2026-05-16,2.881190056762576
2026-05-17,2.881190056762576
2026-05-18,2.881190056762576
2026-05-19,2.881190056762576
2026-05-20,2.881190056762576
2026-05-21,2.881190056762576
2026-05-22,2.881190056762576
2026-05-23,2.881190056762576
2026-05-24,2.881190056762576
2026-05-25,2.881190056762576
2026-05-26,2.881190056762576
2026-05-27,2.881190056762576
2026-05-28,2.881190056762576
2026-05-29,2.881190056762576
2026-05-30,2.881190056762576
2026-05-31,2.881190056762576
