Time,celtics
2024-11-26,15.500000000000002
2024-11-27,5.470588235294118
2024-11-28,5.470588235294118
2024-11-29,7.294117647058824
2024-11-30,16.411764705882355
2024-12-01,9.11764705882353
2024-12-02,15.500000000000002
2024-12-03,12.764705882352942
2024-12-04,8.205882352941178
2024-12-05,10.941176470588236
2024-12-06,8.205882352941178
2024-12-07,19.147058823529413
2024-12-08,16.411764705882355
2024-12-09,4.558823529411765
2024-12-10,4.558823529411765
2024-12-11,4.558823529411765
2024-12-12,6.382352941176471
2024-12-13,10.941176470588236
2024-12-14,6.382352941176471
2024-12-15,8.205882352941178
2024-12-16,7.294117647058824
2024-12-17,4.558823529411765
2024-12-18,4.558823529411765
2024-12-19,5.470588235294118
2024-12-20,10.941176470588236
2024-12-21,6.382352941176471
2024-12-22,10.029411764705884
2024-12-23,6.382352941176471
2024-12-24,11.852941176470589
2024-12-25,16.411764705882355
2024-12-26,14.588235294117649
2024-12-27,6.382352941176471
2024-12-28,12.764705882352942
2024-12-29,8.205882352941178
2024-12-30,10.941176470588236
2024-12-31,10.941176470588236
2025-01-01,7.294117647058824
2025-01-02,7.294117647058824
2025-01-03,16.411764705882355
2025-01-04,12.764705882352942
2025-01-05,13.676470588235295
2025-01-06,5.470588235294118
2025-01-07,6.382352941176471
2025-01-08,12.764705882352942
2025-01-09,4.558823529411765
2025-01-10,5.470588235294118
2025-01-11,12.764705882352942
2025-01-12,6.382352941176471
2025-01-13,8.205882352941178
2025-01-14,4.558823529411765
2025-01-15,6.382352941176471
2025-01-16,10.029411764705884
2025-01-17,6.382352941176471
2025-01-18,14.588235294117649
2025-01-19,12.764705882352942
2025-01-20,8.205882352941178
2025-01-21,8.205882352941178
2025-01-22,5.470588235294118
2025-01-23,13.676470588235295
2025-01-24,18.23529411764706
2025-01-25,9.11764705882353
2025-01-26,10.029411764705884
2025-01-27,5.470588235294118
2025-01-28,11.852941176470589
2025-01-29,5.470588235294118
2025-01-30,9.11764705882353
2025-01-31,5.470588235294118
2025-02-01,10.941176470588236
2025-02-02,11.852941176470589
2025-02-03,13.676470588235295
2025-02-04,7.294117647058824
2025-02-05,18.23529411764706
2025-02-06,9.11764705882353
2025-02-07,19.147058823529413
2025-02-08,7.294117647058824
2025-02-09,15.500000000000002
2025-02-10,6.382352941176471
2025-02-11,10.029411764705884
2025-02-12,7.294117647058824
2025-02-13,10.941176470588236
2025-02-14,4.558823529411765
2025-02-15,3.647058823529412
2025-02-16,3.647058823529412
2025-02-17,2.735294117647059
2025-02-18,2.735294117647059
2025-02-19,3.647058823529412
2025-02-20,5.470588235294118
2025-02-21,10.029411764705884
2025-02-22,5.470588235294118
2025-02-23,18.23529411764706
2025-02-24,5.470588235294118
2025-02-25,6.382352941176471
2025-02-26,13.676470588235295
2025-02-27,10.941176470588236
2025-02-28,7.294117647058824
2025-03-01,22.794117647058826
2025-03-02,19.147058823529413
2025-03-03,5.470588235294118
2025-03-04,5.470588235294118
2025-03-05,6.382352941176471
2025-03-06,15.500000000000002
2025-03-07,13.676470588235295
2025-03-08,10.941176470588236
2025-03-09,41.94117647058824
2025-03-10,8.205882352941178
2025-03-11,9.11764705882353
2025-03-12,9.11764705882353
2025-03-13,16.411764705882355
2025-03-14,7.294117647058824
2025-03-15,14.588235294117649
2025-03-16,10.941176470588236
2025-03-17,5.470588235294118
2025-03-18,7.294117647058824
2025-03-19,10.941176470588236
2025-03-20,12.764705882352942
2025-03-21,8.205882352941178
2025-03-22,10.941176470588236
2025-03-23,9.11764705882353
2025-03-24,8.205882352941178
2025-03-25,11.852941176470589
2025-03-26,7.294117647058824
2025-03-27,13.676470588235295
2025-03-28,5.470588235294118
2025-03-29,7.294117647058824
2025-03-30,10.941176470588236
2025-03-31,7.294117647058824
2025-04-01,10.941176470588236
2025-04-02,7.294117647058824
2025-04-03,10.941176470588236
2025-04-04,6.382352941176471
2025-04-05,10.941176470588236
2025-04-06,10.029411764705884
2025-04-07,6.382352941176471
2025-04-08,7.294117647058824
2025-04-09,18.23529411764706
2025-04-10,9.11764705882353
2025-04-11,7.294117647058824
2025-04-12,10.941176470588236
2025-04-13,10.941176470588236
2025-04-14,5.470588235294118
2025-04-15,4.526091081593929
2025-04-16,5.999525616698293
2025-04-17,4.526091081593929
2025-04-18,4.526091081593929
2025-04-19,7.0170777988614805
2025-04-20,39.26138519924099
2025-04-21,10.069734345351044
2025-04-22,7.578747628083493
2025-04-23,17.086812144212523
2025-04-24,24.66555977229602
2025-04-25,16.63092979127135
2025-04-26,30.209203036053133
2025-04-27,24.66555977229602
2025-04-28,27.15654648956357
2025-04-29,14.595825426944973
2025-04-30,37.22628083491462
2025-05-01,7.578747628083493
2025-05-02,12.10483870967742
2025-05-03,8.034629981024668
2025-05-04,9.052182163187858
2025-05-05,24.66555977229602
2025-05-06,54.87476280834915
2025-05-07,27.15654648956357
2025-05-08,61.89184060721064
2025-05-09,17.648481973434535
2025-05-10,91.08349146110058
2025-05-11,27.15654648956357
2025-05-12,33.71774193548387
2025-05-13,83.50474383301709
2025-05-14,39.26138519924099
2025-05-15,78.6337760910816
2025-05-16,38.19354838709678
2025-05-17,112.3339658444023
2025-05-18,7.863377609108161
2025-05-19,5.616698292220114
2025-05-20,3.370018975332069
2025-05-21,3.370018975332069
2025-05-22,3.370018975332069
2025-05-23,3.370018975332069
2025-05-24,3.370018975332069
2025-05-25,2.246679316888046
2025-05-26,2.246679316888046
2025-05-27,2.246679316888046
2025-05-28,2.246679316888046
2025-05-29,2.246679316888046
2025-05-30,2.246679316888046
2025-05-31,2.246679316888046
2025-06-01,3.370018975332069
2025-06-02,2.246679316888046
2025-06-03,2.246679316888046
2025-06-04,2.246679316888046
2025-06-05,2.246679316888046
2025-06-06,2.246679316888046
2025-06-07,2.246679316888046
2025-06-08,2.246679316888046
2025-06-09,2.246679316888046
2025-06-10,2.246679316888046
2025-06-11,2.246679316888046
2025-06-12,2.246679316888046
2025-06-13,2.246679316888046
2025-06-14,2.246679316888046
2025-06-15,2.246679316888046
2025-06-16,2.246679316888046
2025-06-17,2.246679316888046
2025-06-18,2.246679316888046
2025-06-19,2.246679316888046
2025-06-20,2.246679316888046
2025-06-21,2.246679316888046
2025-06-22,2.246679316888046
2025-06-23,3.370018975332069
2025-06-24,8.986717267552184
2025-06-25,7.863377609108161
2025-06-26,7.863377609108161
2025-06-27,6.740037950664138
2025-06-28,3.370018975332069
2025-06-29,3.370018975332069
2025-06-30,3.370018975332069
2025-07-01,5.616698292220114
2025-07-02,4.493358633776092
2025-07-03,3.370018975332069
2025-07-04,3.370018975332069
2025-07-05,3.370018975332069
2025-07-06,3.370018975332069
2025-07-07,3.370018975332069
2025-07-08,3.370018975332069
2025-07-09,2.246679316888046
2025-07-10,2.246679316888046
2025-07-11,3.370018975332069
2025-07-12,3.370018975332069
2025-07-13,3.370018975332069
2025-07-14,2.246679316888046
2025-07-15,3.370018975332069
2025-07-16,2.246679316888046
2025-07-17,2.246679316888046
2025-07-18,3.370018975332069
2025-07-19,2.246679316888046
2025-07-20,3.370018975332069
2025-07-21,2.246679316888046
2025-07-22,2.246679316888046
2025-07-23,2.246679316888046
2025-07-24,2.246679316888046
2025-07-25,2.246679316888046
2025-07-26,2.246679316888046
2025-07-27,2.246679316888046
2025-07-28,2.246679316888046
2025-07-29,2.246679316888046
2025-07-30,2.246679316888046
2025-07-31,2.246679316888046
2025-08-01,2.246679316888046
2025-08-02,2.246679316888046
2025-08-03,2.246679316888046
2025-08-04,1.123339658444023
2025-08-05,2.246679316888046
2025-08-06,2.246679316888046
2025-08-07,2.246679316888046
2025-08-08,2.246679316888046
2025-08-09,2.246679316888046
2025-08-10,2.246679316888046
2025-08-11,1.123339658444023
2025-08-12,1.123339658444023
2025-08-13,1.123339658444023
2025-08-14,2.246679316888046
2025-08-15,2.246679316888046
2025-08-16,2.246679316888046
2025-08-17,2.246679316888046
2025-08-18,1.123339658444023
2025-08-19,2.246679316888046
2025-08-20,1.123339658444023
2025-08-21,1.123339658444023
2025-08-22,1.123339658444023
2025-08-23,1.123339658444023
2025-08-24,1.123339658444023
2025-08-25,1.123339658444023
2025-08-26,1.123339658444023
2025-08-27,1.123339658444023
2025-08-28,1.123339658444023
2025-08-29,1.123339658444023
2025-08-30,1.123339658444023
2025-08-31,1.123339658444023
2025-09-01,1.123339658444023
2025-09-02,1.123339658444023
2025-09-03,1.123339658444023
2025-09-04,1.123339658444023
2025-09-05,1.123339658444023
2025-09-06,1.123339658444023
2025-09-07,1.123339658444023
2025-09-08,1.123339658444023
2025-09-09,1.123339658444023
2025-09-10,1.123339658444023
2025-09-11,1.123339658444023
2025-09-12,1.123339658444023
2025-09-13,1.123339658444023
2025-09-14,1.123339658444023
2025-09-15,1.123339658444023
2025-09-16,1.123339658444023
2025-09-17,1.123339658444023
2025-09-18,1.123339658444023
2025-09-19,1.123339658444023
2025-09-20,1.123339658444023
2025-09-21,1.123339658444023
2025-09-22,1.123339658444023
2025-09-23,1.123339658444023
2025-09-24,1.123339658444023
2025-09-25,2.246679316888046
2025-09-26,1.123339658444023
2025-09-27,1.123339658444023
2025-09-28,1.123339658444023
2025-09-29,2.246679316888046
2025-09-30,2.246679316888046
2025-10-01,1.123339658444023
2025-10-02,1.123339658444023
2025-10-03,1.123339658444023
2025-10-04,2.246679316888046
2025-10-05,1.123339658444023
2025-10-06,2.246679316888046
2025-10-07,2.246679316888046
2025-10-08,3.370018975332069
2025-10-09,4.493358633776092
2025-10-10,3.370018975332069
2025-10-11,3.370018975332069
2025-10-12,3.370018975332069
2025-10-13,4.493358633776092
2025-10-14,2.246679316888046
2025-10-15,3.370018975332069
2025-10-16,5.616698292220114
2025-10-17,2.246679316888046
2025-10-18,2.246679316888046
2025-10-19,2.246679316888046
2025-10-20,3.370018975332069
2025-10-21,4.493358633776092
2025-10-22,13.480075901328275
2025-10-23,21.343453510436436
2025-10-24,11.233396584440229
2025-10-25,20.220113851992412
2025-10-26,15.726755218216322
2025-10-27,6.740037950664138
2025-10-28,8.986717267552184
2025-10-29,8.986717267552184
2025-10-30,12.356736242884253
2025-10-31,10.110056925996206
2025-11-01,20.220113851992412
2025-11-02,13.480075901328275
2025-11-03,5.616698292220114
2025-11-04,11.233396584440229
2025-11-05,5.616698292220114
2025-11-06,10.110056925996206
2025-11-07,6.740037950664138
2025-11-08,11.233396584440229
2025-11-09,6.740037950664138
2025-11-10,7.863377609108161
2025-11-11,5.616698292220114
2025-11-12,15.726755218216322
2025-11-13,8.986717267552184
2025-11-14,4.493358633776092
2025-11-15,4.493358633776092
2025-11-16,11.233396584440229
2025-11-17,4.493358633776092
2025-11-18,5.616698292220114
2025-11-19,10.110056925996206
2025-11-20,3.370018975332069
2025-11-21,5.616698292220114
2025-11-22,12.356736242884253
2025-11-23,6.740037950664138
2025-11-24,6.740037950664138
2025-11-25,3.370018975332069
2025-11-26,11.233396584440229
2025-11-27,11.233396584440229
2025-11-28,4.493358633776092
2025-11-29,11.233396584440229
2025-11-30,11.233396584440229
2025-12-01,7.863377609108161
2025-12-02,5.616698292220114
2025-12-03,16.850094876660343
2025-12-04,6.740037950664138
2025-12-05,15.726755218216322
2025-12-06,24.713472485768506
2025-12-07,12.356736242884253
2025-12-08,5.616698292220114
2025-12-09,3.370018975332069
2025-12-10,4.493358633776092
2025-12-11,5.616698292220114
2025-12-12,13.292852624920936
2025-12-13,4.5869702719797605
2025-12-14,4.118912080961417
2025-12-15,7.114484503478812
2025-12-16,12.731182795698926
2025-12-17,3.557242251739406
2025-12-18,3.557242251739406
2025-12-19,5.616698292220114
2025-12-20,9.173940543959521
2025-12-21,6.646426312460468
2025-12-22,5.616698292220114
2025-12-23,12.263124604680584
2025-12-24,4.118912080961417
2025-12-25,4.5869702719797605
2025-12-26,7.114484503478812
2025-12-27,14.790638836179635
2025-12-28,8.144212523719165
2025-12-29,7.676154332700824
2025-12-30,5.616698292220114
2025-12-31,13.76091081593928
2026-01-01,4.5869702719797605
2026-01-02,10.203668564199873
2026-01-03,5.616698292220114
2026-01-04,13.76091081593928
2026-01-05,5.616698292220114
2026-01-06,11.233396584440229
2026-01-07,6.646426312460468
2026-01-08,12.263124604680584
2026-01-09,5.616698292220114
2026-01-10,13.105629348513599
2026-01-11,13.105629348513599
2026-01-12,5.616698292220114
2026-01-13,10.297280202403542
2026-01-14,3.7444655281467427
2026-01-15,4.680581910183428
2026-01-16,14.041745730550286
2026-01-17,5.616698292220114
2026-01-18,9.361163820366857
2026-01-19,4.680581910183428
2026-01-20,13.105629348513599
2026-01-21,5.616698292220114
2026-01-22,7.488931056293485
2026-01-23,5.616698292220114
2026-01-24,19.6584440227704
2026-01-25,12.169512966476914
2026-01-26,5.616698292220114
2026-01-27,11.233396584440229
2026-01-28,5.616698292220114
2026-01-29,9.361163820366857
2026-01-30,5.616698292220114
2026-01-31,9.361163820366857
2026-02-01,16.850094876660343
2026-02-02,5.616698292220114
2026-02-03,7.488931056293485
2026-02-04,15.913978494623656
2026-02-05,14.97786211258697
2026-02-06,8.425047438330171
2026-02-07,18.722327640733713
2026-02-08,20.594560404807083
2026-02-09,4.680581910183428
2026-02-10,4.680581910183428
2026-02-11,4.680581910183428
2026-02-12,9.361163820366857
2026-02-13,3.7444655281467427
2026-02-14,3.7444655281467427
2026-02-15,2.808349146110057
2026-02-16,2.808349146110057
2026-02-17,2.808349146110057
2026-02-18,2.808349146110057
2026-02-19,3.7444655281467427
2026-02-20,15.913978494623656
2026-02-21,4.680581910183428
2026-02-22,11.233396584440229
2026-02-23,17.786211258697026
2026-02-24,4.680581910183428
2026-02-25,12.169512966476914
2026-02-26,14.97786211258697
2026-02-27,6.552814674256799
2026-02-28,13.105629348513599
2026-03-01,7.488931056293485
2026-03-02,18.722327640733713
2026-03-03,12.169512966476914
2026-03-04,6.552814674256799
2026-03-05,14.97786211258697
2026-03-06,14.041745730550286
2026-03-07,32.764073371284
2026-03-08,27.147375079063885
2026-03-09,7.488931056293485
2026-03-10,8.425047438330171
2026-03-11,18.722327640733713
2026-03-12,6.552814674256799
2026-03-13,20.594560404807083
2026-03-14,13.105629348513599
2026-03-15,10.297280202403542
2026-03-16,8.425047438330171
2026-03-17,14.041745730550286
2026-03-18,10.297280202403542
2026-03-19,13.105629348513599
2026-03-20,6.552814674256799
2026-03-21,12.169512966476914
2026-03-22,9.361163820366857
2026-03-23,14.97786211258697
2026-03-24,4.680581910183428
2026-03-25,8.425047438330171
2026-03-26,17.786211258697026
2026-03-27,7.488931056293485
2026-03-28,13.105629348513599
2026-03-29,13.105629348513599
2026-03-30,12.169512966476914
2026-03-31,9.361163820366857
2026-04-01,8.425047438330171
2026-04-02,14.97786211258697
2026-04-03,6.552814674256799
2026-04-04,11.233396584440229
2026-04-05,17.786211258697026
2026-04-06,5.616698292220114
2026-04-07,7.488931056293485
2026-04-08,15.913978494623656
2026-04-09,12.169512966476914
2026-04-10,21.53067678684377
2026-04-11,11.233396584440229
2026-04-12,13.105629348513599
2026-04-13,12.169512966476914
2026-04-14,4.680581910183428
2026-04-15,4.680581910183428
2026-04-16,6.552814674256799
2026-04-17,4.680581910183428
2026-04-18,7.488931056293485
2026-04-19,42.125237191650854
2026-04-20,8.425047438330171
2026-04-21,23.40290955091714
2026-04-22,31.827956989247312
2026-04-23,7.488931056293485
2026-04-24,21.53067678684377
2026-04-25,35.57242251739405
2026-04-26,28.08349146110057
2026-04-27,28.08349146110057
2026-04-28,23.40290955091714
2026-04-29,36.50853889943074
2026-04-30,20.594560404807083
2026-05-01,67.40037950664137
2026-05-02,50.55028462998103
2026-05-03,93.61163820366856
2026-05-04,8.425047438330171
2026-05-05,4.680581910183428
2026-05-06,3.7444655281467427
2026-05-07,2.808349146110057
2026-05-08,2.808349146110057
2026-05-09,3.7444655281467427
2026-05-10,3.7444655281467427
2026-05-11,2.808349146110057
2026-05-12,2.808349146110057
2026-05-13,2.808349146110057
2026-05-14,2.808349146110057
2026-05-15,4.680581910183428
2026-05-16,2.808349146110057
2026-05-17,1.8722327640733714
2026-05-18,2.808349146110057
2026-05-19,2.808349146110057
2026-05-20,1.8722327640733714
2026-05-21,1.8722327640733714
2026-05-22,1.8722327640733714
2026-05-23,2.808349146110057
2026-05-24,2.808349146110057
2026-05-25,1.8722327640733714
2026-05-26,2.808349146110057
2026-05-27,1.8722327640733714
2026-05-28,1.8722327640733714
2026-05-29,1.8722327640733714
2026-05-30,1.8722327640733714
2026-05-31,2.808349146110057
