end_period_ts,open_interest,price.close,price.high,price.low,price.mean,price.open,price.previous,volume,yes_ask.close,yes_ask.high,yes_ask.low,yes_ask.open,yes_bid.close,yes_bid.high,yes_bid.low,yes_bid.open,market_ticker,market_title,event_ticker,series_ticker,no_sub_title,rules_primary,rules_secondary,yes_sub_title,market_status,market_result,market_open_time,market_end_time,period_interval,period_label
1757649600,700.00,0.1000,0.1000,0.1000,0.1000,0.1000,0.1100,5.00,0.1900,0.2000,0.1900,0.2000,0.1000,0.1000,0.0900,0.1000,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1757736000,700.00,,,,,,0.1000,0.00,0.1600,0.1900,0.1600,0.1900,0.0900,0.1000,0.0200,0.1000,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1757822400,700.00,,,,,,0.1000,0.00,0.1500,0.1600,0.1500,0.1600,0.0900,0.0900,0.0900,0.0900,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1757908800,757.00,0.1700,0.1700,0.1500,0.1673,0.1500,0.1000,62.00,0.1700,0.1700,0.1500,0.1500,0.1000,0.1000,0.0900,0.0900,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1757995200,757.00,,,,,,0.1700,0.00,0.1500,0.1700,0.1500,0.1700,0.1000,0.1000,0.1000,0.1000,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758081600,757.00,,,,,,0.1700,0.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1000,0.1000,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758168000,763.00,0.1500,0.1500,0.1500,0.1500,0.1500,0.1700,6.00,0.1500,0.1700,0.1500,0.1500,0.1100,0.1100,0.1100,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758254400,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1100,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758340800,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1100,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758427200,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1100,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758513600,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1100,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758600000,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1100,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758686400,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1100,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758772800,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1000,0.1300,0.1000,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758859200,763.00,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,6.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1000,0.1000,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1758945600,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1100,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1759032000,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1000,0.1100,0.1000,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1759118400,763.00,,,,,,0.1500,0.00,0.1500,0.1500,0.1500,0.1500,0.1000,0.1000,0.1000,0.1000,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1759204800,926.00,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,163.00,0.1500,0.1500,0.1500,0.1500,0.1100,0.1100,0.1000,0.1000,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1759291200,926.00,,,,,,0.1500,0.00,0.1600,0.1600,0.1500,0.1500,0.1200,0.1200,0.1100,0.1100,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1759377600,926.00,,,,,,0.1500,0.00,0.1600,0.1600,0.1600,0.1600,0.1200,0.1200,0.1200,0.1200,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
1759464000,926.00,,,,,,0.1500,0.00,0.1500,0.1600,0.1500,0.1600,0.1200,0.1200,0.1200,0.1200,KXELECTIONMOVZOHRAN-25-ZMAM-T0,Margin of victory for Zohran Mamdani in the Mayoral Election?,KXELECTIONMOVZOHRAN-25,,Less than 0%,"If the popular vote margin of victory is 0% or less for Zohran Mamdani in the 2025 NYC Mayoral Election, then the market resolves to Yes.","The margin of victory is calculated by taking the voting percentage received by Zohran Mamdani minus the percentage of the person finishing immediately behind him, or immediately ahead if he loses. Only certified results are used for resolution. If the election is cancelled, postponed beyond expiration, or no certified results are available, all markets resolve to No. Recounts that change the certified margin before expiration use the most recent certified results.


 Clarification (11/17/25):  If no rounding rules are otherwise specified, then the raw calculated margin of victory percentage will be rounded to the furthest decimal point necessary to align with listed strikes (e.g. if strikes are 6 - 8.99%, to two decimal places). In this case, the margin of victory will be rounded to two decimal points. For example, if the final margin of victory is 8.99501, this would be rounded to 9.00%.  Each candidate's vote share is calculated by dividing their total votes by the total number of ballots cast according to the certified results. A candidate's total includes all votes received across any ballot line they appear on, plus write-ins.",Less than 0%,finalized,no,2025-08-13 14:00:00+00:00,2025-12-03 01:44:48.719034+00:00,1440,daily
